ART 030706,000033,ENDIVIA KG.              ,001,0000,001,000033,0000320,000000000,000001500,000000480,0000000,0000000,01
ART 030706,000021,CEBOLLA FIGUERES KG.     ,001,0000,001,000021,0000169,000000000,000002730,000000461,0000000,0000000,01
ART 030706,002607,COCA COLA 0 33L          ,001,0000,000,002607,0000054,000000005,000000000,000000270,0000000,0000000,01
ART 030706,000044,JENGIBRE KG.             ,001,0000,001,000044,0000325,000000000,000000045,000000015,0000000,0000000,01
ART 030706,000707,PATATA CASERA 170grs     ,001,0000,000,000702,0000189,000000001,000000000,000000189,0000000,0000000,01
ART 030706,004841,TOMATE CHERRY KG.        ,001,0000,001,001075,0000395,000000000,000000585,000000231,0000000,0000000,01
ART 030706,000035,ESCAROLA UD.             ,001,0000,001,000035,0000170,000000003,000000000,000000510,0000000,0000000,01
ART 030706,004835,SANDIA ESTUDIANTE        ,001,0000,002,002491,0000090,000000000,000009360,000000842,0000000,0000000,01
ART 030706,001454,MELOCOTON ROJO           ,001,0000,002,001454,0000135,000000000,000000780,000000106,0000000,0000000,01
ART 030706,000059,PATATA MONALISA KG.      ,001,0000,001,000059,0000140,000000000,000001570,000000220,0000000,0000000,01
ART 030706,000339,ALCAPARRONES             ,001,0000,000,000339,0000950,000000000,000000095,000000090,0000000,0000000,01
ART 030706,000324,KIMBITOS                 ,001,0000,000,000324,0000850,000000000,000000260,000000221,0000000,0000000,01
ART 030706,000053,MAIZ COCIDO UD.          ,001,0000,001,000053,0000155,000000001,000000000,000000155,0000000,0000000,01
ART 030706,000692,MOSCATEL                 ,001,0000,005,000692,0000143,000000001,000000000,000000143,0000000,0000000,01
ART 030706,000696,VINO NEGRO GRANEL        ,001,0000,005,000696,0000150,000000001,000000000,000000150,0000000,0000000,01
